bgyear,bgcitizen,bgmajor,bgmultimajor,bggender,gender,age,bgethnicity,race,bgmap2,pk1,pkpic2a,pk2,pkpic4a,pk3,pkhousemajority,pk4,pksenatemajority,pk5,pkoverride,pk6,pkpic5a,pk7,pknotnato,pk8,Q111,pk9,Q109,pk10,bgpk,gen,gen1,Q83,gen2,Q84,psc,Q85,psmm,Q86,undrgd,Q87,faculty,Q88,family,Q89,genpop,Q90,reps,Q91,dems,perception,p2,Q92_1,Q93_1,Q94_1,Q95_1,Q96_1,Q97_1,Q98_1,Q99_1,Q100_1,Q101_1,eff,ineff,exeff,eligible,midterm,vote,,volunteer,,sns,,button,,letter,,march,,money,,rally,,meeting,,part,prospect,Q114,,Q115_1,Q116,,Q117_1,Q118,,Q119_1,Q120,,Q121_1,Q122,trade,Q123_1,retro,real,aggpk,conf
Junior,No,"Humanities (e.g., English, History, Philosophy)",,Male,1,20,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.571428571,0.611111111,7,7,0,6,6,7,3,6,9,5,5.6,5.2,5.75,Yes,No,No,0,No,0,No,0,Yes,1,No,0,Yes,1,No,0,No,0,No,0,0.222222222,3,Mexico,1,4,Gordon Brown,0,0,each voter votes for parties instead of for individual candidates,0,0,5.0-6.5%,0,4,China,1,10,2,2,19,3.6
Freshman/First Year,Yes,Engineering,,Female,0,18,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and Senate,0,Denmark,0,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.571428571,0.555555556,5,5,8,4,9,10,5,5,6,7,6.4,6.2,5.75,Yes,No,Yes,1,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,0.222222222,2,Mexico,1,6,Jeremy Corbyn,0,8,each voter has a chance to rank the candidates in order of preference,1,8,6.6-8.0%,0,4,China,1,8,3,3,13,6.8
Freshman/First Year,Yes,Political Science,,Male,1,19,"Asian,Caucasian/White",0,Trump won in the election,1,Kirsten Gillibrand,0,Speaker of the House,1,Democratic Party,0,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,7,Somewhat below average,0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.678571429,0.638888889,7,6,3,6,6,8,5,6,5,6,5.8,5.6,5.5,Yes,No,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0.222222222,3,Mexico,1,4,Gordon Brown,0,3,each voter votes for parties instead of for individual candidates,0,3,lower than 5.0%,1,9,China,1,3,3,3,15,4.4
Sophomore,Yes,Political Science,,Female,0,20,Caucasian/White,1,Passed gun control ballot measures,0,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Democratic Party,0,Three quarters of the House and two thirds of the Senate,0,Denmark,0,Poland,0,Stephen Breyer,0,I do not know.,0,3,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.607142857,0.583333333,5,6,4,4,5,5,4,3,4,5,4.5,4.8,4,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0.777777778,3,Mexico,1,4,Theresa May,1,10,each voter votes for parties instead of for individual candidates,0,5,6.6-8.0%,0,3,China,1,3,2,3,10,5
Freshman/First Year,Yes,I have more than one major,"Political Science,Humanities (e.g., English, History, Philosophy)",Male,1,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.678571429,0.694444444,6,8,4,5,7,9,5,8,7,9,6.8,6,7.25,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,0.444444444,4,Mexico,1,7,Theresa May,1,6,each voter has a chance to rank the candidates in order of preference,1,6,6.6-8.0%,0,4,China,1,5,3,4,22,5.6
Junior,Yes,Other,,Female,0,19,Hispanic or Latino,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Democratic Party,0,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.678571429,0.694444444,5,6,3,7,6,5,5,5,5,6,5.3,5.4,5.25,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,0.666666667,3,South/East Asia,0,7,Theresa May,1,6,each voter has a chance to rank the candidates in order of preference,1,5,8.1% or higher,0,5,China,1,5,3,3,17,5.6
Junior,Yes,"Social Sciences (e.g., Psychology, Sociology, Anthropology)",,Male,1,21,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Democratic Party,0,Two thirds of the House and Senate,1,Germany,1,Canada,0,Brett Kavanaugh,1,I do not know.,0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,0.75,0.777777778,8,9,5,10,9,7,2,5,2,7,6.4,8.2,4,Yes,No,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,3,South/East Asia,0,5,Theresa May,1,8,each voter has a chance to rank the candidates in order of preference,1,3,5.0-6.5%,0,4,China,1,6,2,3,15,5.2
Freshman/First Year,Yes,"Natural Sciences (e.g., Chemistry, Biology, Physics)",,Female,0,18,Asian,0,Had the highest sales tax rates,0,Elizabeth Warren,1,Speaker of the House,1,Democratic Party,0,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Samuel Alito,0,I do not know.,0,6,Far below average,1,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,0.428571429,0.472222222,3,4,3,5,4,7,2,3,2,8,4.1,3.8,3.75,Yes,Yes,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,0.222222222,1,Mexico,1,1,Theresa May,1,7,each voter has a chance to rank the candidates in order of preference,1,4,5.0-6.5%,0,3,China,1,6,1,4,14,4.2
Freshman/First Year,Yes,,,Male,1,18,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Germany,1,France,0,Neil Gorsuch,0,PR systems tend to have a greater number of districts than SMD systems.,0,6,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.571428571,0.611111111,8,7,2,10,5,10,5,6,8,10,7.1,6.4,7.25,No,,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,3,Mexico,1,10,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,10,6.6-8.0%,0,2,China,1,10,4,4,17,8.4
Sophomore,Yes,Business,,Male,1,19,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Secretary of State,0,Democratic Party,0,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Germany,1,Russia,1,Stephen Breyer,0,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,5,Somewhat below average,0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.5,0.5,4,4,4,3,3,7,3,6,6,6,4.6,3.6,5.25,Yes,Yes,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,0.111111111,2,Mexico,1,3,Gordon Brown,0,0,each voter has a chance to rank the candidates in order of preference,1,2,5.0-6.5%,0,2,China,1,1,1,3,13,1.6
Junior,No,Engineering,,Female,0,19,Asian,0,Trump won in the election,1,Kirsten Gillibrand,0,Speaker of the House,1,Republican Party,1,Democratic Party,0,Two thirds of the House and Senate,1,Germany,1,Canada,0,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,7,Somewhat below average,0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.464285714,0.472222222,4,5,3,7,4,7,4,5,6,5,5,4.6,5,Yes,Yes,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,0.555555556,3,Mexico,1,5,Gordon Brown,0,5,each voter votes for parties instead of for individual candidates,0,6,5.0-6.5%,0,6,China,1,8,2,2,13,6
Freshman/First Year,Yes,Engineering,,Female,0,18,Asian,0,Trump won in the election,1,Barbara Boxer,0,Chief Justice of the Supreme Court,0,Republican Party,1,Democratic Party,0,Two thirds of the House and Senate,1,Argentina,0,Canada,0,Sonia Sotomayor,0,I do not know.,0,3,Far above average,1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.857142857,0.833333333,10,9,1,7,8,9,6,5,9,4,6.8,7,6,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,Yes,1,0.555555556,3,Mexico,1,5,Theresa May,1,5,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,5,lower than 5.0%,1,8,China,1,5,4,4,9,5.6
Junior,Yes,"Natural Sciences (e.g., Chemistry, Biology, Physics)",,Female,0,22,Hispanic or Latino,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Democratic Party,0,Democratic Party,0,Majority of the House and Senate,0,Denmark,0,Russia,1,Brett Kavanaugh,1,I do not know.,0,5,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.678571429,0.638888889,6,6,2,7,6,6,3,4,3,3,4.6,5.4,3.25,Yes,No,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,0.111111111,3,Mexico,1,6,Theresa May,1,3,each voter has a chance to rank the candidates in order of preference,1,2,lower than 5.0%,1,7,China,1,6,3,5,16,4.8
Freshman/First Year,Yes,Engineering,,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Democratic Party,0,Republican Party,1,Two thirds of the House and Senate,1,Argentina,0,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.535714286,0.527777778,6,7,8,5,4,8,6,5,7,6,6.2,6,6,Yes,No,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0.111111111,2,South/East Asia,0,4,Theresa May,1,8,each voter votes for parties instead of for individual candidates,0,3,lower than 5.0%,1,3,China,1,5,3,3,17,4.6
Junior,Yes,Agriculture,,Female,0,20,Caucasian/White,1,Passed gun control ballot measures,0,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Democratic Party,0,Three quarters of the House and Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,PR systems tend to have a greater number of districts than SMD systems.,0,6,Somewhat below average,0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,0.5,0.472222222,5,5,2,5,4,5,4,6,7,3,4.6,4.2,5,No,,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,1,Mexico,1,7,Tony Blair,0,,each voter has a chance to rank the candidates in order of preference,1,9,5.0-6.5%,0,6,China,1,1,3,3,17,5.75
Junior,No,Engineering,,Male,1,21,Asian,0,Trump won in the election,1,Kirsten Gillibrand,0,Speaker of the House,1,Democratic Party,0,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Neil Gorsuch,0,I do not know.,0,6,Somewhat above average,0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.5,0.5,5,5,5,5,5,5,5,5,5,5,5,5,5,No,,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,1,Mexico,1,1,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,6,lower than 5.0%,1,1,China,1,3,1,5,12,4.2
Senior,No,Education,,Female,0,21,Asian,0,Trump won in the election,1,Kirsten Gillibrand,0,Chief Justice of the Supreme Court,,Republican Party,1,Democratic Party,0,Two thirds of the House and three quarters of the Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,6,Somewhat above average,0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,0.642857143,0.638888889,9,9,8,3,2,10,0,1,6,1,4.9,6.2,2,Yes,Yes,No,0,No,0,No,0,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,0.333333333,3,Mexico,1,8,Tony Blair,0,8,each voter has a chance to rank the candidates in order of preference,1,10,5.0-6.5%,0,6,China,1,9,4,3,11,8.2
Senior,No,Engineering,,Male,1,21,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Neil Gorsuch,0,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,8,Somewhat below average,0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.464285714,0.472222222,5,4,4,5,5,6,6,6,6,7,5.4,4.6,6.25,Yes,Yes,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,1,South/East Asia,0,3,Theresa May,1,4,each voter has a chance to rank the candidates in order of preference,1,3,lower than 5.0%,1,6,China,1,7,2,4,18,4.6
