,psraid,sample,int_date,lang,state,cregion,density,usr,pew1,pk1,pew2,pk2,pew3,pk3,pew4,pk4,pew5,pk5,pew6,pk6,pew8,pk8,pew9,pk9,pew10,pk10,pew11,pk11,pkscore,ql1,ql1a,qc1,hh1,employ,marital,par,sex,age,recage,educ2,receduc,hisp,race,racethn,inc,reg,party,partyln,weight
932,204456,Cell,62517,English,New York,Northeast,4,Urban,John Kerry,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mold,0,The Lincoln Group,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,4%,1,2,NA,NA,"Yes, has a home telephone",1,Not employed,Divorced,No,Male,58,55-64,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,Native American/American Indian,Other~Hisp,Don't know/Refused (VOL.),Are you NOT registered to vote at your current address,Democrat,NA,3.714285714
933,204476,Cell,62517,English,Michigan,Midwest,3,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,4,NA,NA,"No, no home telephone",2,Employed full-time,Married,Yes,Female,33,25-34,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,9.619047619
934,204491,Cell,62517,English,Virginia,South,4,Urban,Rex Tillerson,1,[VOL. DO NOT READ] Don't know,0,a Supreme Court justice,1,[VOL. DO NOT READ] Don't know,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,8,NA,NA,"No, no home telephone",1,Don't know/Refused (VOL.),Divorced,No,Male,57,55-64,Two year associate degree from a college or university,Some coll/Assoc degree,Yes,White,Hispanic,"$40,000 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,6.095238095
935,204531,Cell,62517,English,California,West,Lowest,Urban,Rex Tillerson,1,Emmanuel Macron,1,the head of the EPA,0,James Comey,0,Arsenic,0,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,7,NA,NA,"No, no home telephone",4,Employed part-time,Never been married,No,Male,21,18-24,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,8.523809524
936,204532,Cell,62517,English,Ohio,Midwest,3,Suburban,Rex Tillerson,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,4%,1,6,NA,NA,"No, no home telephone",3,Employed full-time,Married,Yes,Male,50,45-54,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,7.904761905
937,204561,Cell,62517,English,Florida,South,4,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"No, no home telephone",1,Employed full-time,Married,No,Female,72,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,Don't know/Refused (VOL.),DK/Ref,"$150,000 or over",Are you NOT registered to vote at your current address,Independent,Democratic,2.285714286
938,204562,Cell,62517,English,Louisiana,South,Lowest,Suburban,Rex Tillerson,1,[VOL. DO NOT READ] Don't know,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,4%,1,7,NA,NA,"No, no home telephone",3,Employed full-time,Separated,No,Male,69,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,Asian or Pacific Islander,Other~Hisp,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,No preference (VOL.),Democratic,4.857142857
939,204589,Cell,62517,English,Texas,South,Highest,Urban,John Kerry,0,Theresa May,0,[VOL. DO NOT READ] Don't know,0,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Rodents,0,[VOL. DO NOT READ] Don't know,0,17%,0,2,NA,NA,"Yes, has a home telephone",3,Not employed,Widowed,No,Female,82,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,Native American/American Indian,Other~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,8.142857143
940,204592,Cell,62517,English,South Carolina,South,3,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Arsenic,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,17%,0,1,NA,NA,"No, no home telephone",2,Employed full-time,Living with a partner,No,Male,62,55-64,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,5.80952381
941,204607,Cell,62517,English,Texas,South,2,Suburban,Rex Tillerson,1,Justin Trudeau,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,[VOL. DO NOT READ] Don't know,0,8,NA,NA,"Yes, has a home telephone",3,Employed full-time,Never been married,No,Male,40,35-44,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,4.571428571
942,204609,Cell,62517,English,Illinois,Midwest,Lowest,Rural,Scott Pruitt,0,Theresa May,0,a Supreme Court justice,1,Sean Spicer,0,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,4%,1,5,NA,NA,"Yes, has a home telephone",1,Employed full-time,Never been married,No,Female,20,18-24,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Other/Don't know/Refused (VOL.),3.19047619
943,204616,Cell,62517,English,Texas,South,2,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,The Lincoln Group,0,Germany,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,4%,1,2,NA,NA,"No, no home telephone",2,Employed full-time,Divorced,Yes,Male,26,25-34,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS Grad or less,No,White,White~Hisp,"$10,000 to under $20,000",Are you NOT registered to vote at your current address,Independent,Republican,9.333333333
944,204623,Cell,62517,English,Michigan,Midwest,Lowest,Rural,John Kerry,0,Theresa May,0,a Supreme Court justice,1,Sean Spicer,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,7,NA,NA,"Yes, has a home telephone",2,Not employed,Married,No,Male,70,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1.333333333
945,204636,Cell,62517,English,Indiana,Midwest,Highest,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Senator,0,Sean Spicer,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,7,NA,NA,"No, no home telephone",2,Employed full-time,Married,No,Male,30,25-34,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$40,000 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,7.761904762
946,204643,Cell,62517,English,Illinois,Midwest,3,Suburban,Rex Tillerson,1,Malcolm Turnbull,0,a Supreme Court justice,1,Robert Mueller,1,[VOL. DO NOT READ] Don't know,0,The Freedom Caucus,1,Greece,0,Mosquitoes,1,Paul Ryan,1,4%,1,7,NA,NA,"Yes, has a home telephone",3,Employed full-time,Married,No,Male,64,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,2.80952381
947,204656,Cell,62517,English,Georgia,South,4,Suburban,[VOL. DO NOT READ] Don't know,0,Emmanuel Macron,1,[VOL. DO NOT READ] Don't know,0,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,17%,0,6,NA,NA,Don't know/Refused (VOL.),2,Employed full-time,Married,Yes,Male,Refused (VOL.),DK/Ref,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,Don't know/Refused (VOL.),DK/Ref,"Less than $10,000",Are you NOT registered to vote at your current address,Republican,NA,7.047619048
948,204681,Cell,62517,English,New Jersey,Northeast,Highest,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,a Supreme Court justice,1,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,Germany,0,Contaminated water,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,2,NA,NA,"Yes, has a home telephone",1,Not employed,Widowed,No,Male,73,65+,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS Grad or less,No,Black or African-American,AA~Hisp,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1.857142857
949,204686,Cell,62517,English,Maryland,South,4,Urban,Rex Tillerson,1,Justin Trudeau,0,the head of the EPA,0,James Comey,0,Lead,1,The Lincoln Group,0,Germany,0,Mosquitoes,1,Paul Ryan,1,4%,1,5,NA,NA,"Yes, has a home telephone",4,Employed full-time,Never been married,No,Male,23,18-24,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,3.476190476
950,204687,Cell,62517,English,Ohio,Midwest,4,Urban,John Kerry,0,Malcolm Turnbull,0,a Senator,0,Sean Spicer,0,[VOL. DO NOT READ] Don't know,0,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,4%,1,4,NA,NA,"No, no home telephone",2,Employed full-time,Married,No,Male,29,25-34,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$75,000 to under $100,000",Are you NOT registered to vote at your current address,No preference (VOL.),Republican,10.38095238
951,204691,Cell,62517,English,Texas,South,Highest,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,9,NA,NA,"Yes, has a home telephone",3,Employed full-time,Married,Yes,Female,49,45-54,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,Yes,Black or African-American,Hispanic,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,3.476190476
952,204711,Cell,62517,English,Missouri,Midwest,4,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,James Comey,0,Lead,1,The Lincoln Group,0,Hungary,0,Mosquitoes,1,Nancy Pelosi,0,7%,0,5,NA,NA,"No, no home telephone",2,Employed full-time,Married,Yes,Male,50,45-54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,5.571428571
953,204744,Cell,62517,English,Tennessee,South,2,Suburban,Rex Tillerson,1,Justin Trudeau,0,a Senator,0,James Comey,0,Mold,0,The Blue Dogs,0,Germany,0,Contaminated water,0,Mitch McConnell,0,12%,0,1,NA,NA,"No, no home telephone",3,Not employed,Never been married,No,Male,19,18-24,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,Yes,White,Hispanic,"$20,000 to under $30,000",Are you NOT registered to vote at your current address,Republican,NA,7.476190476
954,204767,Cell,62517,English,Oklahoma,South,4,Urban,[VOL. DO NOT READ] Don't know,0,Justin Trudeau,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,Hungary,0,Spoiled food,0,[VOL. DO NOT READ] Don't know,0,12%,0,1,NA,NA,"No, no home telephone",1,Not employed,Widowed,No,Female,71,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$10,000 to under $20,000",Are you NOT registered to vote at your current address,Democrat,NA,2.761904762
955,204781,Cell,62517,English,Ohio,Midwest,2,Rural,Scott Pruitt,0,Emmanuel Macron,1,[VOL. DO NOT READ] Don't know,0,Robert Mueller,1,Arsenic,0,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,7,NA,NA,"No, no home telephone",1,Employed full-time,Don't know/Refused (VOL.),No,Female,Refused (VOL.),DK/Ref,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$20,000 to under $30,000",Are you NOT registered to vote at your current address,Republican,NA,2.80952381
956,204796,Cell,62517,English,Mississippi,South,2,Rural,[VOL. DO NOT READ] Don't know,0,Justin Trudeau,0,a Senator,0,Sean Spicer,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,17%,0,5,NA,NA,"No, no home telephone",1,Not employed,Married,No,Male,48,45-54,Two year associate degree from a college or university,Some coll/Assoc degree,No,Black or African-American,AA~Hisp,"$50,000 to under $75,000",Are you NOT registered to vote at your current address,Independent,Republican,9.285714286
957,204797,Cell,62517,English,Minnesota,Midwest,Highest,Suburban,Rex Tillerson,1,Theresa May,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,6,NA,NA,"No, no home telephone",2,Employed full-time,Married,No,Male,54,45-54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,6.142857143
958,204800,Cell,62517,English,Florida,South,2,Suburban,Scott Pruitt,0,Emmanuel Macron,1,[VOL. DO NOT READ] Don't know,0,Robert Mueller,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,Paul Ryan,1,4%,1,5,NA,NA,"Yes, has a home telephone",1,Employed full-time,Divorced,No,Female,65,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Other/Don't know/Refused (VOL.),1
959,204807,Cell,62517,English,California,West,3,Urban,John Kerry,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,2,NA,NA,"No, no home telephone",6 or greater,Employed part-time,Never been married,No,Female,20,18-24,"Some college, no degree (includes some community college)",Some coll/Assoc degree,Yes,Don't know/Refused (VOL.),Hispanic,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,10.28571429
960,204809,Cell,62517,English,Illinois,Midwest,Highest,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"No, no home telephone",1,Employed part-time,Divorced,Yes,Male,39,35-44,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,11.19047619
961,204844,Cell,62517,English,New Jersey,Northeast,4,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Sean Spicer,0,[VOL. DO NOT READ] Don't know,0,The Freedom Caucus,1,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,Paul Ryan,1,12%,0,3,NA,NA,"Yes, has a home telephone",3,Employed full-time,Married,No,Male,40,35-44,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Other/Don't know/Refused (VOL.),10.52380952
962,204851,Cell,62517,English,Texas,South,2,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"No, no home telephone",1,Not employed,Divorced,No,Male,48,45-54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$40,000 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,7.571428571
963,204856,Cell,62517,English,Florida,South,4,Suburban,Rex Tillerson,1,Justin Trudeau,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,8,NA,NA,"No, no home telephone",2,Employed full-time,Never been married,No,Male,29,25-34,Two year associate degree from a college or university,Some coll/Assoc degree,No,Native American/American Indian,Other~Hisp,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,9.047619048
964,204938,Cell,62517,English,Florida,South,2,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,Lead,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,Paul Ryan,1,12%,0,3,NA,NA,"No, no home telephone",2,Employed full-time,Married,Yes,Male,32,25-34,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$50,000 to under $75,000",Are you NOT registered to vote at your current address,Republican,NA,7.952380952
